STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
NY,Oc,Oc,Oc;2,NYOc;2,2,Hudson-Mohawk Sheet,Canajoharie Shale,Middle Ordovician,Canajoharie Shale,,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).",NY001,black shale,,,NY002
NY,OCe,OCAe,OCAe;2,NYOCAe;2,2,Hudson-Mohawk Sheet,Elizaville Formation,Cambrian - Ordovician,"Elizaville Formation - shale, argillite, quartzite.",,"part of Eugeosynclinal (Allochthonous) Sequence up to 6000 ft.? (2000 m).Secondary unit description from USGS Geologic Names lexicon (ref. NY046): Elizaville shales. Mainly light-gray but ranges from light greenish-gray to dark-gray approaching black. Coarse shaly or fine silty texture with all variations from fine phyllitic shale to coarse siltstone. Upper part contains horizon with many bands of brown quartzite ranging from 3 inches to 12 inches in thickness, at intervals of 2 or 3 feet. Also contains banding consisting of thin layers of ferruginous and dolomitic material an inch or so apart, and characterized by fine irregular crumpling, with crenulations of amplitude about one-half inch; this crumpling is somewhat similar to that in Pine Plains dolomites. Thickness about 90 feet. Age is Late Cambrian and Early Ordovician(?).",NY001,shale,argillite,quartzite,NY002NY046
NY,OCe,OCAe,OCAe;3,NYOCAe;3,3,Lower Hudson Sheet,Elizaville Formation,Cambrian - Ordovician,"Elizaville Formation - shale, argillite, quartzite.",,part of Eugeosynclinal (Allochthonous) Sequence up to 4000 ft.? (1200 m).,NY001,shale,argillite,quartzite,NY002
NY,OCi,OCAi,OCAi;3,NYOCAi;3,3,Lower Hudson Sheet,Inwood Marble,Early Cambrian - Lower Ordovician,"Inwood Marble - dolomite marble, calc-schist, granulite, and quartzite, overlain by calcite marble; grades into underlying patchy Lowerre Quartzite of Early Cambrian age.",,"part of Wappinger and Stockbridge Groups, Poughquag Quartzite, and Metamorphic Equivalents up to 4000 ft. (1200 m).",NY001,marble,schist,granulite; quartzite,NY002
NY,OCs,OCAs,OCAs;1,NYOCAs;1,1,Adirondack Sheet,Cambrian thru Middle Ordovician carbonate rock,Cambrian - Middle Ordovician,"Cambrian thru Middle Ordovician (Barneveld) carbonate rock - occuring as slivers caught along thrusts of later allochthones, or carbonate blocks in Taconic Melange.",,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m).Note that this unit is also in the Beekmantown Group, Potsdam Sandstone, and Vermont Valley Sequence.  It has no name mentioned on the printed map, only refers to ""slivers, as OCAls above"".  The same color and symbol are used so I have combined both units into this one.",NY001,carbonate,melange,,NY002
NY,OCs,OCAs,OCAs;2,NYOCAs;2,2,Hudson-Mohawk Sheet,Cambrian thru Middle Ordovician carbonate rock,Cambrian - Middle Ordovician,"Cambrian thru Middle Ordovician (Barneveld) carbonate rock - occuring as slivers caught along thrusts of later allochthones, or carbonate blocks in Taconic Melange.  Also mapped as horses along normal faults.",,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).Note that this unit is also in the Beekmantown  and Stockbridge Groups, Potsdam Sandstone, and Vermont Valley Sequence.  It has no name mentioned on the printed map, only refers to ""slivers, as OCAls above"".  The same color and symbol are used so I have combined both units into this one (didn't make sense to create a new province for just this one unit; especially since the same color and symbol are used).Also note that on printed map there is a unit OCAh which refers to ""Horses along normal faults"".  It is the same color as this unit (OCAs) and is not used in the digital map, so I have included it within this description.",NY001,carbonate,melange,,NY002
NY,OCs,OCAs,OCAs;3,NYOCAs;3,3,Lower Hudson Sheet,Cambrian thru Middle Ordovician carbonate rock,Cambrian - Middle Ordovician,"Cambrian thru Middle Ordovician (Barneveld) carbonate rock - occuring as slivers caught along thrusts of later allochthones, or carbonate blocks in Taconic Melange.  Also mapped as horses along normal faults.",,"part of Trenton Group and Metamorphic Equivalents up to 8000 ft. (2400 m).Note that this unit is also in the Wappinger and Stockbridge Groups, Poughquag Quartzite, and Metamorphic Equivalents.  It has no name mentioned on the printed map, only refers to ""slivers, as OCAls above"".  The same color and symbol are used so I have combined both units into this one (didn't make sense to create a new province for just this one unit; especially since the same color and symbol are used).Also note that on printed map there is a unit OCAh which refers to ""Horses along normal faults"".  It is the same color as this unit (OCAs) and is not used in the digital map, so I have included it within this description.",NY001,carbonate,melange,,NY002
NY,OCst,OCAst,OCAst;2,NYOCAst;2,2,Hudson-Mohawk Sheet,Stockbridge Formation,Cambrian - Lower Ordovician,Stockbridge Formation - calcitic and dolomitic marble.,,"part of Beekmantown and Stockbridge Groups, Potsdam Sandstone, and Vermont Valley Sequence up to 3500 ft. (1100 m)",NY001,marble,,,NY002
NY,OCst,OCAst,OCAst;3,NYOCAst;3,3,Lower Hudson Sheet,Stockbridge Marble,Cambrian - Lower Ordovician,Stockbridge Marble.,,"part of Wappinger and Stockbridge Groups, Poughquag Quartzite, and Metamorphic Equivalents up to 4000 ft. (1200 m).",NY001,marble,,,NY002
NY,OCth,OCAth,OCAth;1,NYOCAth;1,1,Adirondack Sheet,Theresa Formation,Cambrian - Lower Ordovician,"Theresa Formation - dolostone, sandstone (Chateauguay in Quebec).",,"part of Beekmantown Group, Potsdam Sandstone, and Vermont Valley Sequence up to 2500 ft. (760 m).Secondary unit description from USGS Geologic Names lexicon (ref. NY046): Named Theresa formation in central and eastern NY. Consists of somewhat calcareous, sandy dolomites with interbedded weak sandstones, especially near base. Thickness is 20 to 70 feet. Very closely related to underlying Potsdam sandstone and formerly included in Potsdam but here separated as distinct formation. Base drawn at base of first dolomite layer. Unconformably underlies the Pamelia limestone (of Chazy age) in Theresa and Alexander Bay quadrangles, Jefferson County. The Theresa is of Late Cambrian age. ",NY001,dolostone (dolomite),sandstone,,NY002NY046
NY,OCu,OCAu,OCAu;2,NYOCAu;2,2,Hudson-Mohawk Sheet,Undifferentiated  Middle Ordovician thru Lower Cambrian allochthonous rocks,Cambrian - Ordovician,"Undifferentiated  Middle Ordovician thru Lower Cambrian allochthonous rocks - principally pelite; lesser quartzite, limestone, conglomerate, graywacke.",,part of Eugeosynclinal (Allochthonous) Sequence up to 6000 ft.? (2000 m).,NY001,mudstone,quartzite,limestone; conglomerate; graywacke,NY002
NY,OCw,OCAw,OCAw;3,NYOCAw;3,3,Lower Hudson Sheet,Wappinger Group,Cambrian - Lower Ordovician,"Wappinger Group - (including Fishkill limestone and dolostone): Copake Formation ?-limestone, dolostone; Rochdale Formation-limestone, dolostone; Halcyon Lake Dolostone-locally cherty; Briarcliff Dolostone; Pine Plains Formation-dolostone, shale, oolite; Stissing Formation-dolostone, shale.",,"part of Wappinger and Stockbridge Groups, Poughquag Quartzite, and Metamorphic Equivalents up to 4000 ft. (1200 m).",NY001,limestone,dolostone (dolomite),shale; chert,NY002
NY,Och,Och,Och;1,NYOch;1,1,Adirondack Sheet,"Valcour, Crown Point, and Day Point Limestones",Middle Ordovician,"Valcour, Crown Point, and Day Point Limestones - locally reefy, Ste. Therese Siltstone at base; Middlebury Limestone in Vermont; St. Martin and Rockcliffe Limestones in St. Lawrence Valley.  Includes some Otbr and Obk adjacent to Champlain Thrust in Vermont.",,Chazy Group 0-725 ft. (0-221 m),NY001,limestone,siltstone,,NY002
NY,Ocum,Ocum,Ocum;1,NYOcum;1,1,Adirondack Sheet,Cumberland Head Argillite,Middle Ordovician,Cumberland Head Argillite,,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m).",NY001,argillite,,,NY002
NY,Od,Od,Od;3,NYOd;3,3,Lower Hudson Sheet,Diorite with hornblende and/or biotite,Upper Ordovician,Diorite with hornblende and/or biotite.,,part of Cortlandt and Smaller Mafic Complexes.,NY001,diorite,,,NY002
NY,Of,Of,Of;2,NYOf;2,2,Hudson-Mohawk Sheet,Frankfort Formation,Upper Ordovician,"Frankfort Formation - shale, siltstone.",,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).",NY001,shale,siltstone,,NY002
NY,Ogb,Ogb,Ogb;3,NYOgb;3,3,Lower Hudson Sheet,Gabbro or norite to hornblende diorite,Upper Ordovician,"Gabbro or norite to hornblende diorite - rock complex with minor pyroxenite; Croton Falls and Peach Lake complexes in New York, and Mt. Prospect Complex in Connecticut.",,part of Cortlandt and Smaller Mafic Complexes.,NY001,gabbro,norite,diorite; pyroxenite,NY002
NY,Oh,Oh,Oh;3,NYOh;3,3,Lower Hudson Sheet,Hornblendite,Upper Ordovician,Hornblendite,,part of Cortlandt and Smaller Mafic Complexes.,NY001,hornblendite,,,NY002
NY,Ohn,Ohn,Ohn;3,NYOhn;3,3,Lower Hudson Sheet,Hornblende norite,Upper Ordovician,Hornblende norite - hornblende is poikilitic.,,part of Cortlandt and Smaller Mafic Complexes.,NY001,norite,,,NY002
NY,Ohr,Ohr,Ohr;3,NYOhr;3,3,Lower Hudson Sheet,Harrison/Ravenswood Gneiss,Ordovician?,"Harrison Gneiss - in New York and Connecticut, Brookfield diorite gneiss in Connecticut, and Ravenswood Gneiss in Brooklyn - biotite-hornblende-quartz-plagioclase gneiss with accessory garnet and sphene; plagioclase commonly occurs as augen.",,"part of Eugeosynclinal (Allochthonous) Sequence up to 4000 ? ft. (1200 m).On printed map, unit has ? in front of Ohr.Second unit description and age change to Camrbrian to Early Ordovician from USGS Lexicon website (ref. NY046) and reference NY009:In New York City, Cameron's Line, a tectonic boundary which shows evidence of extreme compression and thrust faulting, separates the Manhattan Prong, with its Middle Proterozoic Fordham Gneiss overlain by Cambrian and Ordovician allochthonous units on the west, from the allochthonous eugeoclinal Hartland Formation and Ravenswood Granodiorite on the east. The Hartland is mapped in the east Bronx and Queens; the Ravenswood in is Queens, Kings, and lower east Manhattan. All three of these were previously mapped as Brooklyn Gneiss or Brooklyn Injection Gneiss, which should be abandoned. The age of the Hartland and Ravenswood is Cambrian and Ordovician, based on correlation with rocks of southwestern CT, their relative positions and lithologic similarities. Isotope data on the Ravenswood gives an early Paleozoic age, probably Early Ordovician (Baskerville and Mose, 1989).",NY001,gneiss,augen gneiss,,NY002NY009NY046
NY,Oht,Oht,Oht;3,NYOht;3,3,Lower Hudson Sheet,Hartland Formation,Ordovician?,Hartland Formation - basal amphibolite overlain by pelitic schists.,,"part of Eugeosynclinal (Allochthonous) Sequence up to 4000 ? ft. (1200 m).On printed map, unit has ? in front of Oht.Second unit description and age change to Cambrian to Early Ordovician from USGS Lexicon website (ref. NY046) and reference NY009:In New York City, Cameron's Line, a tectonic boundary which shows evidence of extreme compression and thrust faulting, separates the Manhattan Prong, with its Middle Proterozoic Fordham Gneiss overlain by Cambrian and Ordovician allochthonous units on the west, from the allochthonous eugeoclinal Hartland Formation and Ravenswood Granodiorite on the east. The Hartland is mapped in the east Bronx and Queens; the Ravenswood in is Queens, Kings, and lower east Manhattan. All three of these were previously mapped as Brooklyn Gneiss or Brooklyn Injection Gneiss, which should be abandoned. The age of the Hartland and Ravenswood is Cambrian and Ordovician, based on correlation with rocks of southwestern CT, their relative positions and lithologic similarities. Isotope data on the Ravenswood gives an early Paleozoic age, probably Early Ordovician (Baskerville and Mose, 1989).",NY001,amphibolite,pelitic schist,,NY002NY009NY046
NY,Oi,Oi,Oi;1,NYOi;1,1,Adirondack Sheet,Iberville Shale (in Vermont),Middle Ordovician,Iberville Shale (in Vermont),,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m).Secondary unit description from USGS Geologic Names lexicon (ref. NY046):  Geographically extended the Iberville formation from southern Quebec, CAN into northwestern VT. Consists of noncalcareous shale, rhythmically interbedded with thin quartz-silty dolomite, uniform fine-grained dolomite, and in lower part, calcareous shale. Thickness is 1000 to 2000 feet. Overlies the Stony Point formation and underlies the Hathaway formation. The Iberville is of Middle Ordovician age.",NY001,shale,dolostone (dolomite),,NY002NY046
NY,Om,Om,Om;3,NYOm;3,3,Lower Hudson Sheet,"Manhattan Formation, undivided",Ordovician?,"Manhattan Formation, undivided - pelitic schists, amphibolite; Units ?Omb, ?Omc, and ?Omd may be Cambrian eugeosynclinal rocks thrust upon Oma; ?Omd - sillimanite-garnet-muscovite-biotite-plagioclase-quartz gneiss; ?Omc - sillimanite-garnet-muscovite-biotite-quartz-plagioclase schistose gneiss, sillimanite nodules, local quartz-rich layers; ?Omb - discontinous unit of amphibolite and ?Omc-type schist.",,"part of Trenton Group and Metamorphic Equivalents up to 8000 ft. (2400 m).All units (?Omb - ?Omd) are mapped under Om in digital map.  Only unit Oma is separated out, so I separated it out of this description.Unit is also mentioned under Eugeosynclinal (Allochthonous) Sequence; uses same symbol and color.Age change and second unit description from USGS Lexicon website (ref. NY046) and reference NY004:Manhattan Schist member A replaced by Walloomsac Formation (not new) based on work by Jackson and Hall (1982), Hall (in press), and A.A. Drake (1990, pers.  commun.). In addition, L.M. Hall (1985?, pers. commun.) determined that member B of the Manhattan Schist is part of member C and thus recommended the abandonment of member B (Baskerville, 1992) .",NY001,pelitic schist,gneiss,amphibolite,NY002NY004NY046
NY,Oma,Oma,Oma;3,NYOma;3,3,Lower Hudson Sheet,Manhattan Formation (A Member),Middle Ordovician,Manhattan Formation (A member) - sillimanite-garnet-muscovite-biotite-quartz-plagioclase schists; calcite marble and calcsilicate rock at base.,,"part of Trenton Group and Metamorphic Equivalents up to 8000 ft. (2400 m).This unit (Oma) is described under unit ?Om on printed map.  Separated out, because it is used separately in digital map.  Named it 'A Member' of Manhattan Formation.Second unit description from USGS Lexicon website (ref. NY046) and reference NY004:Manhattan Schist member A replaced by Walloomsac Formation (not new) based on work by Jackson and Hall (1982), Hall (in press), and A.A. Drake (1990, pers.  commun.). In addition, L.M. Hall (1985?, pers. commun.) determined that member B of the Manhattan Schist is part of member C and thus recommended the abandonment of member B (Baskerville, 1992) .",NY001,schist,marble,calc-silicate rock,NY002NY004NY046
NY,Omi,Omi,Omi;1,NYOmi;1,1,Adirondack Sheet,Mount Merino and Indian River Formations,Ordovician,"Mount Merino and Indian River Formations - shale, slate, cherts.",,part of Eugeosynclinal (Allochthonous) Sequence up to 3000 ft.? (900 m).,NY001,shale,slate,chert,NY002
NY,Omi,Omi,Omi;2,NYOmi;2,2,Hudson-Mohawk Sheet,Mount Merino and Indian River Formations,Ordovician,"Mount Merino and Indian River Formations - shale, slate, cherts.",,part of Eugeosynclinal (Allochthonous) Sequence up to 6000 ft.? (2000 m).,NY001,shale,slate,chert,NY002
NY,Omi,Omi,Omi;3,NYOmi;3,3,Lower Hudson Sheet,Mount Merino and Indian River Formations,Ordovician,"Mount Merino and Indian River Formations - shale, argillite, chert.",,part of Eugeosynclinal (Allochthonous) Sequence up to 4000 ft.? (1200 m).,NY001,shale,argillite,chert,NY002
NY,On,On,On;2,NYOn;2,2,Hudson-Mohawk Sheet,Normanskill Shale,Middle Ordovician,"Normanskill Shale - minor mudstone, sandstone.",,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).",NY001,shale,mudstone,sandstone,NY002
NY,On,On,On;3,NYOn;3,3,Lower Hudson Sheet,Normanskill Formation,Middle Ordovician,"Normanskill Formation - shale, argillite, siltstone.",,part of Trenton Group and Metamorphic Equivalents up to 8000 ft. (2400 m).,NY001,shale,argillite,siltstone,NY002
NY,Oo,Oo,Oo;1,NYOo;1,1,Adirondack Sheet,Oswego Sandstone,Upper Ordovician,Oswego Sandstone,,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m).Secondary unit descriptions from USGS website (ref. NY046) and reference NY034, NY019:The Oswego Formation in northwestern VA consists of greenish gray, brown weathering, fine-grained sandstone, tan shale, and conglomerate. Overlies the Martinsburg Formation and underlies the Juniata Formation. The combined thickness of the Oswego with the Juniata is 450 to 500 feet. The Oswego and Juniata intertongue and in places the Oswego underlies the Tuscarora Formation (Rader and Briggs, 1976),In cross section E-E'. Area of coverage is subsurface of central West Virginia and northern Virginia. Oswego Sandstone used in Allegheny structural front for argillaceous sandstone overlying Reedsville Formation. Pre-Silurian erosion has removed it from areas between North Mountain thrust fault to Blue Ridge. Age is Late Ordovician (latest Maysvillian through earliest Richmondian) based on fossils (Ryder, 1992).",NY001,sandstone,,,NY002NY019NY034NY046
NY,Oo,Oo,Oo;2,NYOo;2,2,Hudson-Mohawk Sheet,Oswego Sandstone,Upper Ordovician,Oswego Sandstone,,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).Secondary unit descriptions from USGS website (ref. NY046) and references NY034 and NY01:The Oswego Formation in northwestern VA consists of greenish gray, brown weathering, fine-grained sandstone, tan shale, and conglomerate. Overlies the Martinsburg Formation and underlies the Juniata Formation. The combined thickness of the Oswego with the Juniata is 450 to 500 feet. The Oswego and Juniata intertongue and in places the Oswego underlies the Tuscarora Formation (Rader and Briggs, 1976),In cross section E-E'. Area of coverage is subsurface of central West Virginia and northern Virginia. Oswego Sandstone used in Allegheny structural front for argillaceous sandstone overlying Reedsville Formation. Pre-Silurian erosion has removed it from areas between North Mountain thrust fault to Blue Ridge. Age is Late Ordovician (latest Maysvillian through earliest Richmondian) based on fossils (Ryder, 1992).",NY001,sandstone,,,NY002NY019NY034NY046
NY,Oo,Oo,Oo;5,NYOo;5,5,Finger Lakes Sheet,Oswego Sandstone,Upper Ordovician,Oswego Sandstone,,"part of Lorraine Group 700-900 ft. (210-270 m).Secondary unit descriptions from USGS website (ref. NY046) and references NY034 and NY019: The Oswego Formation in northwestern VA consists of greenish gray, brown weathering, fine-grained sandstone, tan shale, and conglomerate. Overlies the Martinsburg Formation and underlies the Juniata Formation. The combined thickness of the Oswego with the Juniata is 450 to 500 feet. The Oswego and Juniata intertongue and in places the Oswego underlies the Tuscarora Formation (Rader and Briggs, 1976),In cross section E-E'. Area of coverage is subsurface of central West Virginia and northern Virginia. Oswego Sandstone used in Allegheny structural front for argillaceous sandstone overlying Reedsville Formation. Pre-Silurian erosion has removed it from areas between North Mountain thrust fault to Blue Ridge. Age is Late Ordovician (latest Maysvillian through earliest Richmondian) based on fossils (Ryder, 1992).",NY001,sandstone,,,NY002NY019NY034NY046
NY,Oopx,Oopx,Oopx;3,NYOopx;3,3,Lower Hudson Sheet,Olivine pyroxenite,Upper Ordovician,Olivine pyroxenite - in part with poikilitic hornblende; local peridotite.,,part of Cortlandt and Smaller Mafic Complexes.,NY001,pyroxenite,peridotite,,NY002
NY,Op,Op,Op;1,NYOp;1,1,Adirondack Sheet,"Poultney Formation (""B"" and ""C"" Members)",Ordovician,"Poultney Formation (""B"" and ""C"" Members) - shale, slate, siltstone.",,part of Eugeosynclinal (Allochthonous) Sequence up to 3000 ft.? (900 m).,NY001,shale,slate,siltstone,NY002
NY,Op,Op,Op;2,NYOp;2,2,Hudson-Mohawk Sheet,"Poultney Formation (""B"" and ""C"" Members)",Ordovician,"Poultney Formation (""B"" and ""C"" Members) -  north of Troy; shale, slate, siltstone.",,part of Eugeosynclinal (Allochthonous) Sequence up to 6000 ft.? (2000 m).,NY001,shale,slate,siltstone,NY002
NY,Opl,Opl,Opl;2,NYOpl;2,2,Hudson-Mohawk Sheet,Pillow lava,Ordovician,"Pillow lava - at Stark's Knob near Schuylerville, Saratoga County.",,part of Eugeosynclinal (Allochthonous) Sequence up to 6000 ft.? (2000 m).,NY001,lava flow,,,NY002
NY,Opw,Opw,Opw;1,NYOpw;1,1,Adirondack Sheet,Pulaski and Whetstone Gulf Formations,Upper Ordovician,"Pulaski and Whetstone Gulf Formations - siltstone, shale.",,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m).Secondary unit description from USGS website (ref. NY046) and reference NY035:Pulaski Formation of Late Ordovician age (Cincinnatian, Maysvillian to early Richmondian) is used in report. Nautiloid taxa of Maysvillian to early Richmondian strata on OH [Bull Fork Formation according to fig. 2] are also characteristic of ""Lorraine fauna"" of Foerste (1914). This fauna also is found in coeval Pulaski Formation in NY and Georgian Bay Formation in southern Ontario (Frey, 1995).",NY001,siltstone,shale,,NY002NY035NY046
NY,Opw,Opw,Opw;2,NYOpw;2,2,Hudson-Mohawk Sheet,Pulaski and Whetstone Gulf Formations,Upper Ordovician,"Pulaski and Whetstone Gulf Formations - shale, siltstone.",,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).Secondary unit description from USGS website (ref. NY046) and reference NY035:Pulaski Formation of Late Ordovician age (Cincinnatian, Maysvillian to early Richmondian) is used in report. Nautiloid taxa of Maysvillian to early Richmondian strata on OH [Bull Fork Formation according to fig. 2] are also characteristic of ""Lorraine fauna"" of Foerste (1914). This fauna also is found in coeval Pulaski Formation in NY and Georgian Bay Formation in southern Ontario (Frey, 1995).",NY001,shale,siltstone,,NY002NY035NY046
NY,Opw,Opw,Opw;5,NYOpw;5,5,Finger Lakes Sheet,Pulaski and Whetstone Gulf Formations,Upper Ordovician,"Pulaski and Whetstone Gulf Formations - siltstone, shale.",,"part of Lorraine Group 700-900 ft. (210-270 m).Secondary unit description from USGS website (ref. NY046) and reference NY035:Pulaski Formation of Late Ordovician age (Cincinnatian, Maysvillian to early Richmondian) is used in report. Nautiloid taxa of Maysvillian to early Richmondian strata on OH [Bull Fork Formation according to fig. 2] are also characteristic of ""Lorraine fauna"" of Foerste (1914). This fauna also is found in coeval Pulaski Formation in NY and Georgian Bay Formation in southern Ontario (Frey, 1995).",NY001,siltstone,shale,,NY002NY035NY046
NY,Opx,Opx,Opx;3,NYOpx;3,3,Lower Hudson Sheet,Pyroxenite,Upper Ordovician,Pyroxenite,,part of Cortlandt and Smaller Mafic Complexes.,NY001,pyroxenite,,,NY002
NY,Oq,Oq,Oq;4,NYOq;4,4,Niagara Sheet,Queenston Shale,Upper Ordovician,Queenston Shale,,"part of the Medina Group and Queenston Formation 800 ft. (250 m).Age change USGS Lexicon website (ref. NY046) according to reference NY019.In cross section E-E', in the subsurface of central to eastern OH, Queenston Shale is used for silty red shale equivalent to the Juniata Formation in WV. Age is Late Ordovician (Richmondian) based on stratigraphic position and fossils in equivalent strata in OH and KY (Ryder, 1992). ",NY001,shale,,,NY002NY019NY046
NY,Oq,Oq,Oq;5,NYOq;5,5,Finger Lakes Sheet,Queenston Formation,Upper Ordovician,"Queenston Formation - shale, siltstone.",,"part of the Medina Group and Queenston Formation 0-900 ft. (0-270 m).Age change USGS Lexicon website, (ref. NY046) according to reference NY019. In cross section E-E', in the subsurface of central to eastern OH, Queenston Shale is used for silty red shale equivalent to the Juniata Formation in WV. Age is Late Ordovician (Richmondian) based on stratigraphic position and fossils in equivalent strata in OH and KY (Ryder, 1992). ",NY001,shale,siltstone,,NY002NY019NY046
NY,Oqu,Oqu,Oqu;3,NYOqu;3,3,Lower Hudson Sheet,Quassaic Quartzite,Upper Ordovician,"Quassaic Quartzite - quartzite, sandstone, conglomerate.",,part of Trenton Group and Metamorphic Equivalents up to 8000 ft. (2400 m).,NY001,quartzite,sandstone,conglomerate,NY002
NY,Os,Os,Os;3,NYOs;3,3,Lower Hudson Sheet,Serpentinite,Lower Ordovician,Serpentinite.,,,NY001,serpentinite,,,NY002
NY,Osc,Osc,Osc;2,NYOsc;2,2,Hudson-Mohawk Sheet,Schenectady Formation,Upper Ordovician,"Schenectady Formation - graywacke, sandstone, siltstone, shale.",,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).",NY001,graywacke,sandstone,siltstone; shale,NY002
NY,Osf,Osf,Osf;2,NYOsf;2,2,Hudson-Mohawk Sheet,Stuyvesant Falls Formation,Ordovician,"Stuyvesant Falls Formation - south of Troy; shale, siltstone.",,part of Eugeosynclinal (Allochthonous) Sequence up to 6000 ft.? (2000 m).,NY001,shale,siltstone,,NY002
NY,Osf,Osf,Osf;3,NYOsf;3,3,Lower Hudson Sheet,Stuyvesant Falls Formation,Ordovician,"Stuyvesant Falls Formation - shale, siltstone.",,part of Eugeosynclinal (Allochthonous) Sequence up to 4000 ft.? (1200 m).,NY001,shale,siltstone,,NY002
NY,Osp,Osp,Osp;1,NYOsp;1,1,Adirondack Sheet,Stony Point Shale,Middle Ordovician,Stony Point Shale,,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m)..",NY001,shale,,,NY002
NY,Ot,Ot,Ot;1,NYOt;1,1,Adirondack Sheet,Trenton Group,Middle Ordovician,"Trenton Group - In Black River Valley: Cobourg Formation-Hillier shale and limestone Member, Hallowell limestone Member; Denley, Sugar River, Kings Falls, and Rockland Limestones.  In Champlain Valley: Glens Falls Formation-Montreal shale and limestone Member, Larrabee limestone Member.",,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m).Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY036:Revised stratigraphic correlations based on reinterpretation of graptolites and K-bentonites in the area suggest that the lower part of the Utica Shale is the lateral equivalent of a large part of the lower Trenton Group and is older than the Denley Limestone, with which it has been previously equated. Authors state that it is not yet clear exactly how much of the lower Trenton Group is equivalent to the lower part of the Utica Shale, which is named the Flat Creek Member in this report. The member lies between the Glens Falls Limestone of the Trenton below and the Dolgeville Formation above in the central Mohawk Valley. Diagram shows the Flat Creek interfingering with the Sugar River Limestone of the Trenton Group near East Canada Creek. The Indian Castle Member (a new name proposed for that upper part of the Utica overlying the Dolgeville Formation) interfingers with the Rust Member of the Denley Limestone between Wolf Hollow Creek and Trenton Falls. The Utica youngs westward and near Trenton Falls oversteps the Steuben and Denley Limestones at the top of the Trenton Group. In the study area, the Trenton ranges in age from Rocklandian to Edenian, while the base of the Utica is Kirkfieldian in the central region and the top reaches the Maysvillian in the western region (Goldman and others, 1994).",NY001,limestone,shale,,NY002NY036NY046
NY,Ot,Ot,Ot;2,NYOt;2,2,Hudson-Mohawk Sheet,Trenton Group,Middle Ordovician,"Trenton Group - Denley, Sugar River, Kings Falls, and Rockland Limestones.",,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).Secondary unit description from USGS Lexicon website (ref. NY046) and  refernce NY036:Revised stratigraphic correlations based on reinterpretation of graptolites and K-bentonites in the area suggest that the lower part of the Utica Shale is the lateral equivalent of a large part of the lower Trenton Group and is older than the Denley Limestone, with which it has been previously equated. Authors state that it is not yet clear exactly how much of the lower Trenton Group is equivalent to the lower part of the Utica Shale, which is named the Flat Creek Member in this report. The member lies between the Glens Falls Limestone of the Trenton below and the Dolgeville Formation above in the central Mohawk Valley. Diagram shows the Flat Creek interfingering with the Sugar River Limestone of the Trenton Group near East Canada Creek. The Indian Castle Member (a new name proposed for that upper part of the Utica overlying the Dolgeville Formation) interfingers with the Rust Member of the Denley Limestone between Wolf Hollow Creek and Trenton Falls. The Utica youngs westward and near Trenton Falls oversteps the Steuben and Denley Limestones at the top of the Trenton Group. In the study area, the Trenton ranges in age from Rocklandian to Edenian, while the base of the Utica is Kirkfieldian in the central region and the top reaches the Maysvillian in the western region (Goldman and others, 1994).",NY001,limestone,,,NY002NY036NY046
